product_id,shop_id,shop_name,title,category_id,category_name,description,platform,site,source_type,currency,price,cost,shipping_cost,sales_count,rating,review_count,favorite_count,status,created_at,updated_at,collected_at,is_mock_data
PROD0080,SHOP002,Demo Malaysia Smart Store,Portable Changing Mat Plus 080,CAT008,Baby Products,Foldable wipe-clean mat with storage pockets,MockShopee,Malaysia,simulated_experiment,MYR,146.97,89.37,7.80,470,3.62,8,90,active,2025-03-11T09:00:00+08:00,2026-06-26T21:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0081,SHOP003,Demo Philippines Smart Store,Wireless Earbuds Compact 081,CAT001,Consumer Electronics,"Bluetooth 5.3, low-latency audio and charging case",MockShopee,Philippines,simulated_experiment,PHP,2126.00,1162.93,118.11,85,3.60,5,22,active,2025-03-19T22:00:00+08:00,2026-06-22T06:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0082,SHOP004,Demo Thailand Smart Store,Vacuum Storage Bags Compact 082,CAT002,Home & Living,Reusable space-saving storage bags,MockShopee,Thailand,simulated_experiment,THB,243.00,137.21,8.59,190,2.80,5,21,draft,2025-05-06T03:00:00+08:00,2026-06-14T09:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0083,SHOP005,Demo Vietnam Smart Store,Facial Cleansing Brush Plus 083,CAT003,Beauty & Personal Care,Gentle silicone cleansing brush for daily skincare,MockShopee,Vietnam,simulated_experiment,VND,1449000.00,719674.26,60403.32,260,3.50,4,39,archived,2025-05-08T09:00:00+08:00,2026-06-21T04:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0084,SHOP006,Demo Indonesia Smart Store,Polarized Sunglasses Plus 084,CAT004,Fashion Accessories,UV400 polarized lenses in a lightweight frame,MockShopee,Indonesia,simulated_experiment,IDR,391000.00,184061.79,20935.02,181,3.70,10,53,active,2025-04-11T23:00:00+08:00,2026-06-17T22:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0085,SHOP001,Demo Singapore Smart Store,Running Waist Belt Premium 085,CAT005,Sports & Outdoors,Sweat-resistant belt for phone and essentials,MockShopee,Singapore,simulated_experiment,SGD,37.62,18.38,1.15,122,3.20,10,47,draft,2025-09-01T21:00:00+08:00,2026-06-25T00:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0086,SHOP002,Demo Malaysia Smart Store,Portable Pet Bottle Everyday 086,CAT006,Pet Supplies,Leak-resistant water bottle for outdoor walks,MockShopee,Malaysia,simulated_experiment,MYR,150.20,86.29,6.64,81,2.40,5,9,active,2025-10-02T13:00:00+08:00,2026-06-18T21:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0087,SHOP003,Demo Philippines Smart Store,Electric Milk Frother Essential 087,CAT007,Kitchen Appliances,Handheld frother for coffee and beverages,MockShopee,Philippines,simulated_experiment,PHP,671.00,318.34,36.35,124,4.00,6,32,active,2026-02-09T23:00:00+08:00,2026-06-21T11:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0088,SHOP004,Demo Thailand Smart Store,Stroller Organizer Plus 088,CAT008,Baby Products,Universal organizer with insulated cup holders,MockShopee,Thailand,simulated_experiment,THB,1422.00,718.19,86.91,229,3.83,6,33,active,2026-04-22T02:00:00+08:00,2026-06-23T07:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0089,SHOP005,Demo Vietnam Smart Store,Portable Charger Everyday 089,CAT001,Consumer Electronics,Fast-charging power bank with safety protection,MockShopee,Vietnam,simulated_experiment,VND,656000.00,414849.13,50199.63,186,3.75,16,55,active,2025-08-20T18:00:00+08:00,2026-06-22T07:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0090,SHOP006,Demo Indonesia Smart Store,Microfiber Towel Set Everyday 090,CAT002,Home & Living,Soft quick-dry towels for home and travel,MockShopee,Indonesia,simulated_experiment,IDR,527000.00,314282.96,48069.07,207,3.75,4,30,active,2025-10-23T01:00:00+08:00,2026-06-22T20:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0091,SHOP001,Demo Singapore Smart Store,Facial Cleansing Brush Everyday 091,CAT003,Beauty & Personal Care,Gentle silicone cleansing brush for daily skincare,MockShopee,Singapore,simulated_experiment,SGD,41.17,20.30,3.08,444,4.39,18,172,active,2025-08-10T16:00:00+08:00,2026-06-26T18:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0092,SHOP002,Demo Malaysia Smart Store,Polarized Sunglasses Premium 092,CAT004,Fashion Accessories,UV400 polarized lenses in a lightweight frame,MockShopee,Malaysia,simulated_experiment,MYR,133.38,91.35,8.11,170,3.33,6,23,active,2025-04-06T05:00:00+08:00,2026-06-24T10:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0093,SHOP003,Demo Philippines Smart Store,Yoga Mat Compact 093,CAT005,Sports & Outdoors,Non-slip exercise mat with carrying strap,MockShopee,Philippines,simulated_experiment,PHP,1741.00,1240.69,106.59,100,3.29,7,28,inactive,2026-02-01T15:00:00+08:00,2026-06-14T10:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0094,SHOP004,Demo Thailand Smart Store,Portable Pet Bottle Essential 094,CAT006,Pet Supplies,Leak-resistant water bottle for outdoor walks,MockShopee,Thailand,simulated_experiment,THB,1149.00,555.38,100.29,234,2.78,9,41,active,2025-04-17T22:00:00+08:00,2026-06-30T06:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0095,SHOP005,Demo Vietnam Smart Store,Mini Food Chopper Essential 095,CAT007,Kitchen Appliances,"Compact chopper for garlic, herbs and vegetables",MockShopee,Vietnam,simulated_experiment,VND,752000.00,533479.97,34560.16,210,3.18,11,52,active,2026-01-31T21:00:00+08:00,2026-06-29T20:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0096,SHOP006,Demo Indonesia Smart Store,Stroller Organizer Plus 096,CAT008,Baby Products,Universal organizer with insulated cup holders,MockShopee,Indonesia,simulated_experiment,IDR,784000.00,500378.87,68326.53,145,3.67,15,48,active,2026-02-23T04:00:00+08:00,2026-06-20T08:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0097,SHOP001,Demo Singapore Smart Store,Smart Desk Lamp Essential 097,CAT001,Consumer Electronics,Adjustable LED lamp with touch controls,MockShopee,Singapore,simulated_experiment,SGD,26.29,14.05,1.45,180,4.36,11,48,inactive,2026-03-02T02:00:00+08:00,2026-06-14T09:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0098,SHOP002,Demo Malaysia Smart Store,Microfiber Towel Set Plus 098,CAT002,Home & Living,Soft quick-dry towels for home and travel,MockShopee,Malaysia,simulated_experiment,MYR,28.08,16.20,1.09,271,3.50,8,43,inactive,2025-03-20T04:00:00+08:00,2026-06-14T00:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0099,SHOP003,Demo Philippines Smart Store,Hair Styling Brush Premium 099,CAT003,Beauty & Personal Care,Heated styling brush with adjustable temperature,MockShopee,Philippines,simulated_experiment,PHP,1295.00,753.09,43.80,55,4.47,32,9,active,2025-12-22T09:00:00+08:00,2026-06-21T05:00:00+08:00,2026-07-01T12:00:00+08:00,true
PROD0100,SHOP004,Demo Thailand Smart Store,Minimalist Watch Compact 100,CAT004,Fashion Accessories,Clean dial design with adjustable strap,MockShopee,Thailand,simulated_experiment,THB,432.00,249.81,27.02,102,2.86,7,37,active,2025-11-21T12:00:00+08:00,2026-06-18T01:00:00+08:00,2026-07-01T12:00:00+08:00,true
